,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
13272,33.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Thursday,10,May,2018,70s,74.07,Overcast,"Bausman ST & Grimes AV Pittsburgh, PA 15210",40.41429726,-79.99297727,Knoxville,3
13273,16.0,M,W,Misdemeanor,Early Afternoon (1-4pm),13,Thursday,10,May,2018,70s,74.07,Overcast,"3100 Block CENTRE AV PITTSBURGH, PA 15219",0.0,0.0,Upper Hill,2
13274,10.0,M,B,Felony,Early Afternoon (1-4pm),16,Thursday,10,May,2018,70s,74.07,Overcast,"800 Block ARCH ST PITTSBURGH, PA 15212",40.45319007,-80.00911402,Allegheny Center,1
13275,13.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Thursday,10,May,2018,70s,74.07,Overcast,"3500 Block FLEMING AV PITTSBURGH, PA 15212",40.478595500000004,-80.03847787,Brighton Heights,1
13276,51.0,F,B,Felony,Late Morning (9am-12pm),12,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"6300 Block Shakespeare ST Pittsburgh, PA 15206",40.45888145,-79.92146083,Shadyside,4
13277,24.0,M,B,Felony,Late Morning (9am-12pm),12,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"Hamilton AV & Putnam ST Pittsburgh, PA 15206",40.45882173,-79.91312791,Larimer,5
13278,42.0,M,W,Misdemeanor,Morning (4-8am),7,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"5800 Block Ferree ST Pittsburgh, PA 15217",40.4406329,-79.9231477,Squirrel Hill North,4
13279,14.0,M,B,Felony,Early Afternoon (1-4pm),13,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"1300 Block Zel WY Pittsburgh, PA 15212",40.46720943,-79.99224524,Spring Hill-City View,1
13280,37.0,M,B,Felony,Early Evening (5-8pm),20,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"4600 Block Centre AV Pittsburgh, PA 15213",40.45194542,-79.95200973,North Oakland,4
13281,29.0,M,B,Felony,Early Evening (5-8pm),17,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"4200 Block Perrysville AV Pittsburgh, PA 15214",40.49445465,-80.02104443,Perry South,1
13282,43.0,F,W,Felony,Late Morning (9am-12pm),10,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"300 Block 6th AV Pittsburgh, PA 15222",40.44165074,-79.99945175,Central Business District,2
13283,21.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2000 Block Brownsville RD Pittsburgh, PA 15210",40.39495799,-79.98686442,Carrick,3
13284,44.0,F,W,Misdemeanor,Early Evening (5-8pm),17,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"Bennett ST & Hale ST Pittsburgh, PA 15221",40.45422402,-79.88680723,Homewood South,5
13285,37.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"Smithfield St BRDG & W Carson ST Pittsburgh, PA 15219",0.0,0.0,South Shore,3
13286,32.0,M,W,Felony,Early Evening (5-8pm),18,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2000 Block E Carson ST Pittsburgh, PA 15203",40.42831022,-79.97750748,South Side Flats,3
13287,50.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"Parkhurst ST & Hazlip WY Pittsburgh, PA 15212",40.45671338,-80.00653265,Central North Side,1
13288,45.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"200 Block Spencer AV Pittsburgh, PA 15227",40.3881968,-79.97620942,Carrick,3
13289,27.0,M,B,Misdemeanor,Evening (9-12am),21,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"400 Block Winton ST Pittsburgh, PA 15211",40.42294434,-80.00066557,Mount Washington,3
13290,28.0,M,W,Misdemeanor,Evening (9-12am),21,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"400 Block Winton ST Pittsburgh, PA 15211",40.42294434,-80.00066557,Mount Washington,3
13291,27.0,M,W,Misdemeanor,Evening (9-12am),21,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2500 Block West Liberty AV Pittsburgh, PA 15226",40.39918465,-80.02549344,Beechview,6
13292,30.0,M,W,Misdemeanor,Evening (9-12am),21,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2500 Block West Liberty AV Pittsburgh, PA 15226",40.39918465,-80.02549344,Beechview,6
13293,30.0,F,B,Misdemeanor,Evening (9-12am),22,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"5300 Block Cornwall ST Pittsburgh, PA 15224",40.47006222,-79.93766455,Garfield,5
13294,20.0,M,W,Felony,Early Morning (12-3am),1,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"5300 Block Beeler ST Pittsburgh, PA 15217",40.44536867,-79.93367144,Squirrel Hill North,4
13295,30.0,M,B,Misdemeanor,Early Morning (12-3am),2,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"Somers ST & Wylie AV Pittsburgh, PA 15219",40.44698014,-79.97433199,Middle Hill,2
13296,51.0,F,B,Felony,Early Morning (12-3am),4,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"200 Block Atwood ST Pittsburgh, PA 15213",40.44042041,-79.95688887,Central Oakland,4
13297,35.0,M,B,Misdemeanor,Morning (4-8am),6,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"5100 Block Blair ST Pittsburgh, PA 15207",40.4065005,-79.94650857,Hazelwood,4
13298,55.0,F,W,Misdemeanor,Morning (4-8am),7,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2300 Block Candace ST Pittsburgh, PA 15216",40.40253191,-80.03214670000001,Beechview,6
13299,20.0,F,W,Misdemeanor,Late Morning (9am-12pm),11,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"6000 Block St Marie ST Pittsburgh, PA 15206",40.46889619,-79.92136509,East Liberty,5
13300,19.0,F,B,Misdemeanor,Evening (9-12am),21,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"2400 Block Park Hill DR Pittsburgh, PA 15221",40.45582712,-79.87380288,East Hills,5
13301,21.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"1700 Block Letsche ST Pittsburgh, PA 15214",40.46262849,-80.00823887,Fineview,1
13302,47.0,M,W,Misdemeanor,Early Morning (12-3am),3,Friday,11,May,2018,60s,64.77,Mostly Cloudy,"4300 Block Tesla ST Pittsburgh, PA 15217",40.4210772190855,-79.9367118444819,Greenfield,4
13303,32.0,M,B,Misdemeanor,Early Morning (12-3am),4,Saturday,12,May,2018,80s,82.06,Clear,"200 Block Spencer AV Pittsburgh, PA 15227",40.3881968,-79.97620942,Carrick,3
13304,17.0,M,B,Felony,Late Morning (9am-12pm),12,Saturday,12,May,2018,80s,82.06,Clear,"200 Block Dinwiddie ST Pittsburgh, PA 15219",40.43913488,-79.98046032,Crawford-Roberts,2
13305,11.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Saturday,12,May,2018,80s,82.06,Clear,"1600 Block Crucible ST Pittsburgh, PA 15220",40.44750233,-80.05178395,Crafton Heights,6
13306,23.0,M,W,Misdemeanor,Early Morning (12-3am),1,Saturday,12,May,2018,80s,82.06,Clear,"300 Block 44th ST Pittsburgh, PA 15201",40.46988656,-79.95789214,Central Lawrenceville,2
13307,30.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Saturday,12,May,2018,80s,82.06,Clear,"7200 Block Idlewild ST Pittsburgh, PA 15208",40.45810584,-79.89595218,Homewood North,5
13308,43.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Saturday,12,May,2018,80s,82.06,Clear,"400 Block 1st AV Pittsburgh, PA 15219",40.43717535,-80.00055115,Central Business District,2
13309,40.0,M,B,Felony,Early Afternoon (1-4pm),13,Saturday,12,May,2018,80s,82.06,Clear,"4600 Block Browns Hill RD Pittsburgh, PA 15217",40.41559424,-79.9249411,Squirrel Hill South,4
13310,42.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Saturday,12,May,2018,80s,82.06,Clear,"N Craig ST & Centre AV Pittsburgh, PA 15213",40.45188388,-79.95201778,North Oakland,4
13311,27.0,M,W,Felony,Early Afternoon (1-4pm),16,Saturday,12,May,2018,80s,82.06,Clear,"900 Block Freeport RD Pittsburgh, PA 15238",40.48808181,-79.89431722,Strip District,5
13312,51.0,F,W,Misdemeanor,Early Evening (5-8pm),19,Saturday,12,May,2018,80s,82.06,Clear,"Magee ST & 5th AV Pittsburgh, PA 15219",40.4386856,-79.98826634,Bluff,2
13313,30.0,F,B,Felony,Early Evening (5-8pm),20,Saturday,12,May,2018,80s,82.06,Clear,"W North AV & Resaca PL Pittsburgh, PA 15212",40.45452335,-80.01159968,Allegheny Center,1
13314,34.0,M,W,Misdemeanor,Evening (9-12am),23,Saturday,12,May,2018,80s,82.06,Clear,"200 Block Swope ST Pittsburgh, PA 15206",40.45739729,-79.9230295,Shadyside,4
13315,25.0,M,B,Misdemeanor,Evening (9-12am),21,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"700 Block Mc Lain ST Pittsburgh, PA 15210",40.42415661,-79.99581067,Allentown,3
13316,21.0,M,W,Felony,Early Afternoon (1-4pm),15,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"2200 Block Liberty AV Pittsburgh, PA 15222",40.45166989,-79.98203640000001,Strip District,2
13317,39.0,M,W,Misdemeanor,Morning (4-8am),5,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"2000 Block Penn AV Pittsburgh, PA 15222",40.45097636,-79.98357825,Strip District,2
13318,21.0,F,W,Misdemeanor,Early Morning (12-3am),3,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"P J Mc Ardle RDWY & Liberty BRDG Pittsburgh, PA 15203",40.42914694,-79.99926773,South Side Slopes,3
13319,54.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"8100 Block Frankstown AV Pittsburgh, PA 15221",40.45523686,-79.88335605,East Hills,5
13320,20.0,F,B,Misdemeanor,Early Afternoon (1-4pm),14,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"2300 Block Los Angeles AV Pittsburgh, PA 15216",40.4026097,-80.02907527,Beechview,6
13321,30.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"Rudolph ST & Strahley PL Pittsburgh, PA 15220",40.4452152,-80.04102813,Elliott,6
13322,44.0,M,B,Felony,Evening (9-12am),22,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"200 Block Allen ST Pittsburgh, PA 15210",40.42080191,-79.99364271,Allentown,3
13323,31.0,M,B,Felony,Evening (9-12am),23,Sunday,13,May,2018,60s,67.82,Mostly Cloudy,"200 Block Allen ST Pittsburgh, PA 15210",40.42080191,-79.99364271,Allentown,3
13324,15.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"Flowers AV & 2nd AV Pittsburgh, PA 15207",40.40998909,-79.9440772,Hazelwood,4
13325,23.0,F,B,Misdemeanor,Early Afternoon (1-4pm),13,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"1800 Block Bedford AV Pittsburgh, PA 15219",40.44517821,-79.98540111,Crawford-Roberts,2
13326,26.0,F,B,Felony,Early Afternoon (1-4pm),15,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"2100 Block Park Hill DR Pittsburgh, PA 15221",40.45295266,-79.8740214,East Hills,5
13327,39.0,F,B,Felony,Early Afternoon (1-4pm),13,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"10 Block Ainsworth ST Pittsburgh, PA 15220",40.44401211,-80.03959923,Elliott,6
13328,36.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"300 Block S Main ST Pittsburgh, PA 15220",40.46737503,-79.95794436,West End,6
13329,24.0,M,B,Felony,Early Afternoon (1-4pm),15,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"2200 Block East Hills DR Pittsburgh, PA 15221",40.45388109,-79.87302988,East Hills,5
13330,57.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"100 Block Beltzhoover AV Pittsburgh, PA 15211",40.42216616,-79.99767513,Mount Washington,3
13331,35.0,M,B,Misdemeanor,Early Morning (12-3am),2,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"7300 Block Idlewild ST Pittsburgh, PA 15208",40.45749625,-79.89378081,Homewood North,5
13332,34.0,M,W,Felony,Early Evening (5-8pm),17,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"100 Block 6th ST Pittsburgh, PA 15222",40.44399023,-80.00263013,Central Business District,2
13333,49.0,M,B,Felony,Late Morning (9am-12pm),12,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"300 Block E North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,Central North Side,1
13334,49.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"7300 Block Frankstown AV Pittsburgh, PA 15208",40.45693837,-79.89405819,Homewood South,5
13335,23.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
13336,22.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"2400 Block Bedford AV Pittsburgh, PA 15219",40.44960637,-79.97427068,Bedford Dwellings,2
13337,52.0,F,W,Misdemeanor,Early Evening (5-8pm),18,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"Brownsville RD & W Woodford AV Pittsburgh, PA 15210",40.39321827,-79.98650564,Carrick,3
13338,35.0,F,B,Misdemeanor,Early Evening (5-8pm),19,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"Moultrie ST & Forbes AV Pittsburgh, PA 15219",40.437197,-79.97449008,Bluff,2
13339,27.0,M,B,Misdemeanor,Evening (9-12am),21,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"Bennett ST & Durango WY Pittsburgh, PA 15221",40.454726,-79.88902387,Homewood South,5
13340,40.0,M,W,Misdemeanor,Evening (9-12am),22,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"3200 Block E Carson ST Pittsburgh, PA 15203",40.46153932,-80.05031095,South Side Flats,3
13341,42.0,F,W,Misdemeanor,Evening (9-12am),22,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"3200 Block E Carson ST Pittsburgh, PA 15203",40.46153932,-80.05031095,South Side Flats,3
13342,31.0,M,W,Misdemeanor,Evening (9-12am),21,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
13343,28.0,M,B,Misdemeanor,Early Morning (12-3am),4,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"1700 Block Locust ST Pittsburgh, PA 15222",40.43660881,-79.98270135,Central Business District,2
13344,14.0,F,B,Felony,Late Morning (9am-12pm),10,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"7100 Block REYNOLDS ST PITTSBURGH, PA 15208",40.44660323,-79.90539623,Point Breeze,4
13345,13.0,F,B,Felony,Late Morning (9am-12pm),10,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"7100 Block REYNOLDS ST PITTSBURGH, PA 15208",40.44660323,-79.90539623,Point Breeze,4
13346,13.0,F,B,Felony,Late Morning (9am-12pm),9,Monday,14,May,2018,70s,79.44,Mostly Cloudy,"200 Block 40TH ST PITTSBURGH, PA 15201",40.46868938,-79.96227751,Lower Lawrenceville,2
13347,15.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Tuesday,15,May,2018,80s,83.96,Clear,"5100 Block Lytle ST Pittsburgh, PA 15207",40.40668763,-79.94538725,Hazelwood,4
13348,27.0,F,B,Felony,Late Morning (9am-12pm),9,Tuesday,15,May,2018,80s,83.96,Clear,"200 Block Chesterfield RD Pittsburgh, PA 15213",40.44039796,-79.96279354,West Oakland,4
13349,29.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"1000 Block Western AV Pittsburgh, PA 15212",40.45156448,-80.01894947,Bluff,1
13350,27.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"500 Block Liberty AV Pittsburgh, PA 15222",40.44123457,-80.00347705,Central Business District,2
13351,20.0,F,W,Felony,Early Afternoon (1-4pm),13,Tuesday,15,May,2018,80s,83.96,Clear,"300 Block E North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
13352,56.0,M,B,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,15,May,2018,80s,83.96,Clear,"100 Block Tecumseh ST Pittsburgh, PA 15207",40.40861174,-79.94313508,Hazelwood,4
13353,29.0,M,B,Felony,Late Morning (9am-12pm),10,Tuesday,15,May,2018,80s,83.96,Clear,"1200 Block Thelma ST Pittsburgh, PA 15212",40.46901337,-80.02724070000001,Marshall-Shadeland,1
13354,29.0,M,B,Felony,Late Morning (9am-12pm),10,Tuesday,15,May,2018,80s,83.96,Clear,"1200 Block Thelma ST Pittsburgh, PA 15212",40.46901337,-80.02724070000001,Marshall-Shadeland,2
13355,46.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"62nd St BRDG & Butler ST Pittsburgh, PA 15201",0.0,0.0,Upper Lawrenceville,2
13356,27.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"500 Block Liberty AV Pittsburgh, PA 15222",40.44123457,-80.00347705,Central Business District,2
13357,34.0,M,B,Felony,Morning (4-8am),8,Tuesday,15,May,2018,80s,83.96,Clear,"7200 Block Kedron ST Pittsburgh, PA 15208",40.46075333,-79.8949238,Homewood North,5
13358,27.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,15,May,2018,80s,83.96,Clear,"2300 Block East Hills DR Pittsburgh, PA 15221",40.45656464,-79.87136146,East Hills,5
13359,25.0,F,B,Felony,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"400 Block S Atlantic AV Pittsburgh, PA 15224",40.45958128,-79.93955155,Bloomfield,5
13360,25.0,F,B,Felony,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"400 Block S Atlantic AV Pittsburgh, PA 15224",40.45958128,-79.93955155,Bloomfield,5
13361,33.0,M,W,Misdemeanor,Early Afternoon (1-4pm),15,Tuesday,15,May,2018,80s,83.96,Clear,"Saw Mill Run BL & Bausman ST Pittsburgh, PA 15226",40.41111529,-80.00602827,Bon Air,3
13362,35.0,F,W,Misdemeanor,Early Afternoon (1-4pm),13,Tuesday,15,May,2018,80s,83.96,Clear,"Middle ST & Foreland ST Pittsburgh, PA 15212",40.45456873,-79.99938941,East Allegheny,1
13363,31.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,15,May,2018,80s,83.96,Clear,"20th ST & McClure AV Homestead, PA 15120",40.400518,-79.90031313,Outside City,OSC
13364,20.0,M,B,Felony,Early Afternoon (1-4pm),16,Tuesday,15,May,2018,80s,83.96,Clear,"Bloomfield BRDG & Liberty AV Pittsburgh, PA 15224",0.0,0.0,North Oakland,5
13365,20.0,M,B,Felony,Early Afternoon (1-4pm),16,Tuesday,15,May,2018,80s,83.96,Clear,"Bloomfield BRDG & Liberty AV Pittsburgh, PA 15224",0.0,0.0,North Oakland,5
13366,21.0,M,B,Felony,Early Afternoon (1-4pm),16,Tuesday,15,May,2018,80s,83.96,Clear,"Bloomfield BRDG & Liberty AV Pittsburgh, PA 15224",0.0,0.0,North Oakland,5
13367,23.0,F,B,Misdemeanor,Early Morning (12-3am),1,Tuesday,15,May,2018,80s,83.96,Clear,"Brushton AV & Susquehanna ST Pittsburgh, PA 15221",40.45046444,-79.8906598,Homewood South,5
13368,21.0,M,B,Felony,Late Morning (9am-12pm),12,Tuesday,15,May,2018,80s,83.96,Clear,"1500 Block Fallowfield AV Pittsburgh, PA 15216",40.41285782,-80.02417657,Beechview,6
13369,27.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Tuesday,15,May,2018,80s,83.96,Clear,"7300 Block Forest WY Pittsburgh, PA 15208",40.45725929,-79.89393533,Homewood North,5
13370,30.0,F,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,15,May,2018,80s,83.96,Clear,"1400 Block 5th AV Pittsburgh, PA 15219",40.43836994,-79.98631004,Bluff,2
13371,30.0,F,B,Misdemeanor,Early Evening (5-8pm),20,Tuesday,15,May,2018,80s,83.96,Clear,"Oliver AV & William Penn PL Pittsburgh, PA 15219",40.44044829,-79.99722318,Central Business District,2
13372,15.0,F,W,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,15,May,2018,80s,83.96,Clear,"100 Block PARKFIELD AV PITTSBURGH, PA 15210",40.39125233,-79.98734141,Carrick,3
13373,15.0,M,B,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,15,May,2018,80s,83.96,Clear,"100 Block PARKFIELD AV PITTSBURGH, PA 15210",0.0,0.0,Carrick,3
13374,14.0,F,B,Felony,Early Afternoon (1-4pm),14,Tuesday,15,May,2018,80s,83.96,Clear,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46468436,-80.02386642,Marshall-Shadeland,1
13375,16.0,M,B,Felony,Early Afternoon (1-4pm),16,Wednesday,16,May,2018,70s,73.99,Overcast,"6100 Block Penn AV Pittsburgh, PA 15206",40.46070679,-79.92378078,East Liberty,5
13376,28.0,M,B,Felony,Early Evening (5-8pm),17,Wednesday,16,May,2018,70s,73.99,Overcast,"200 Block Chesterfield RD Pittsburgh, PA 15213",40.44039796,-79.96279354,West Oakland,4
13377,36.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Wednesday,16,May,2018,70s,73.99,Overcast,"800 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47574398,-79.99947307,Northview Heights,1
13378,31.0,F,B,Felony,Early Afternoon (1-4pm),13,Wednesday,16,May,2018,70s,73.99,Overcast,"200 Block Chapin ST Pittsburgh, PA 15214",40.4886946,-80.00802912,Summer Hill,1
13379,35.0,M,W,Misdemeanor,Late Morning (9am-12pm),12,Wednesday,16,May,2018,70s,73.99,Overcast,"900 Block Millerdale ST Pittsburgh, PA 15201",40.47558442,-79.93781568,Stanton Heights,5
13380,46.0,M,W,Misdemeanor,Early Evening (5-8pm),17,Wednesday,16,May,2018,70s,73.99,Overcast,"5300 Block McCandless AV Pittsburgh, PA 15201",40.47793386,-79.94677351,Stanton Heights,5
13381,49.0,F,W,Misdemeanor,Early Morning (12-3am),4,Wednesday,16,May,2018,70s,73.99,Overcast,"900 Block St Martin ST Pittsburgh, PA 15203",40.42206523,-79.99092753,Allentown,3
13382,24.0,M,B,Misdemeanor,Early Morning (12-3am),4,Wednesday,16,May,2018,70s,73.99,Overcast,"1100 Block Marshall AV Pittsburgh, PA 15212",40.46691375,-80.02508333,Marshall-Shadeland,1
13383,40.0,M,W,Misdemeanor,Morning (4-8am),5,Wednesday,16,May,2018,70s,73.99,Overcast,"3400 Block Beechwood BL Pittsburgh, PA 15217",40.4205815,-79.92704485,Greenfield,4
13384,23.0,F,B,Misdemeanor,Morning (4-8am),8,Wednesday,16,May,2018,70s,73.99,Overcast,"1200 Block Lakewood ST Pittsburgh, PA 15220",40.44795566,-80.04114714,Elliott,6
13385,22.0,F,B,Misdemeanor,Late Morning (9am-12pm),9,Wednesday,16,May,2018,70s,73.99,Overcast,"7500 Block Bennett ST Pittsburgh, PA 15208",40.45527585,-79.89220413,Homewood South,5
13386,22.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Wednesday,16,May,2018,70s,73.99,Overcast,"7500 Block Bennett ST Pittsburgh, PA 15208",40.45527585,-79.89220413,Homewood South,5
13387,23.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Wednesday,16,May,2018,70s,73.99,Overcast,"100 Block Hawthorne CT Pittsburgh, PA 15206",40.48709395,-79.93231763,Stanton Heights,5
13388,34.0,M,B,Felony,Early Afternoon (1-4pm),14,Wednesday,16,May,2018,70s,73.99,Overcast,"5500 Block Margaretta ST Pittsburgh, PA 15206",40.46837078,-79.93016028,Garfield,5
13389,28.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Wednesday,16,May,2018,70s,73.99,Overcast,"Robinson BL & Sunrise AV Pittsburgh, PA 15221",40.45113516,-79.86833982,East Hills,5
13390,55.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,16,May,2018,70s,73.99,Overcast,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
13391,58.0,M,W,Felony,Early Evening (5-8pm),20,Wednesday,16,May,2018,70s,73.99,Overcast,"5900 Block Centre AV Pittsburgh, PA 15206",40.4591906,-79.92740885,East Liberty,4
13392,56.0,M,W,Misdemeanor,Evening (9-12am),21,Wednesday,16,May,2018,70s,73.99,Overcast,"5100 Block Kent WY Pittsburgh, PA 15201",40.47739279,-79.95337564,Upper Lawrenceville,2
13393,31.0,M,B,Felony,Evening (9-12am),21,Wednesday,16,May,2018,70s,73.99,Overcast,"Cedar AV & Stockton ST Pittsburgh, PA 15212",40.45085697,-80.00090648,Allegheny Center,1
13394,15.0,F,B,Felony,Late Morning (9am-12pm),10,Wednesday,16,May,2018,70s,73.99,Overcast,"500 Block N HIGHLAND AV PITTSBURGH, PA 15206",40.45301059,-79.92494548,East Liberty,5
13395,27.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Thursday,17,May,2018,70s,71.29,Overcast,"3000 Block Marshall RD Pittsburgh, PA 15214",40.47605942,-80.01494751,Perry South,1
